Entry	Gene Names
F2Z6C2	YALI0_F23375g
F2Z6D0	YALI0_A09284g
F2Z6D5	YALI0_E23474g
F2Z6G2	YALI0_B11330g
F2Z6H1	YALI0_F27643g
F2Z6H7	YALI0_A14542g
F2Z6I4	YALI0_C12122g
O59950	RPS4 RPS7 YALI0D12903g
P09379	GYP7 YALI0F31911g
P0C0R1	ERF4 YALI0E02827g
P41922	SEC65 SRP19 YALI0F21505g
P41924	RYL1 YALI0E23067g
P41925	RYL2 YALI0A04367g
P45816	SEC14 YALI0D04488g
P78980	PEX16 YALI0E16599g
P87200	PEX17 YALI0D00891g
Q6BZP7	YALI0_F31955g
Q6BZQ2	YALI0_F31845g
Q6BZQ3	YALI0_F31735g
Q6BZR5	YALI0_F31471g
Q6BZS2	YALI0_F31317g
Q6BZS6	YALI0_F31229g
Q6BZS9	MED9 YALI0_F31163g
Q6BZT0	YALI0_F31141g
Q6BZT5	CLP1 YALI0F31031g
Q6BZT6	YALI0_F31009g
Q6BZU8	YALI0_F30745g
Q6BZV0	YALI0_F30701g
Q6BZV8	YALI0_F30525g
Q6BZW0	YALI0_F30481g
Q6BZW3	BTN1 YALI0F30415g
Q6BZW4	YALI0_F30393g
Q6BZW6	YALI0_F30349g
Q6BZW8	HCR1 YALI0F30305g
Q6BZX0	YALI0_F30261g
Q6BZX2	YALI0_F30217g
Q6BZX4	TFB2 YALI0F30173g
Q6BZX6	YALI0_F30129g
Q6BZX8	BMT2 YALI0_F30085g
Q6BZX9	YALI0_F30063g
Q6BZY0	YALI0_F30041g
Q6BZY1	YALI0_F30019g
Q6BZY4	TIM22 YALI0F29931g
Q6BZY8	YALI0_F29843g
Q6BZZ6	IML2 YALI0F29491g
Q6BZZ9	YALI0_F29337g
Q6C008	YALI0_F28831g
Q6C018	YALI0_F28523g
Q6C022	SRB4 MED17 YALI0F28435g
Q6C023	YALI0_F28413g
Q6C029	YALI0_F28281g
Q6C036	NOG2 YALI0F28083g
Q6C037	YALI0_F28061g
Q6C039	YALI0_F28017g
Q6C041	YALI0_F27973g
Q6C046	YALI0_F27863g
Q6C048	YALI0_F27819g
Q6C050	YALI0_F27775g
Q6C061	ARP4 YALI0F27533g
Q6C062	YALI0_F27511g
Q6C069	YALI0_F27357g
Q6C071	YALI0_F27313g
Q6C074	COQ4 YALI0F27247g
Q6C075	YALI0_F27225g
Q6C078	YALI0_F27159g
Q6C080	YALI0_F27071g
Q6C081	YALI0_F27049g
Q6C082	YALI0_F27027g
Q6C088	YALI0_F26873g
Q6C089	YALI0_F26807g
Q6C092	YALI0_F26719g
Q6C095	YALI0_F26653g
Q6C098	YALI0_F26587g
Q6C0A4	YALI0_F26455g
Q6C0B1	YALI0_F26301g
Q6C0B4	YALI0_F26191g
Q6C0B6	DCN1 YALI0F26147g
Q6C0C5	YALI0_C11385g YALI0_F25883g
Q6C0C7	YALI0_F25839g
Q6C0C8	YALI0_F25817g
Q6C0D2	YALI0_F25729g
Q6C0E0	YALI0_F25553g
Q6C0E2	YALI0_F25509g
Q6C0E8	YALI0_F25333g
Q6C0E9	YALI0_F25289g
Q6C0F2	YALI0_F25223g
Q6C0F8	YALI0_F25091g
Q6C0F9	YALI0_F25069g
Q6C0G0	YALI0_F25047g
Q6C0G6	YALI0_F24915g
Q6C0G7	YALI0_F24893g
Q6C0H3	YALI0_F24695g
Q6C0H4	YALI0_F24673g
Q6C0H5	YALI0_F24651g
Q6C0I1	YALI0_F24475g
Q6C0I2	YALI0_F24453g
Q6C0I5	YALI0_F24387g
Q6C0I8	YALI0_F24321g
Q6C0I9	YALI0_F24299g
Q6C0K0	YALI0_F24013g
Q6C0K3	YALI0_F23947g
Q6C0L0	YALI0_F23793g
Q6C0L2	COX10 YALI0F23727g
Q6C0L6	ATG17 YALI0F23639g
Q6C0M1	YALI0_F23507g
Q6C0M2	YALI0_F23485g
Q6C0N0	YALI0_F23287g
Q6C0N2	YALI0_F23243g
Q6C0N3	YALI0_F23221g
Q6C0N7	YALI0_F23111g
Q6C0P3	YALI0_F22935g
Q6C0P7	YALI0_F22781g
Q6C0Q5	YALI0_F22605g
Q6C0R5	AIM11 YALI0F22367g
Q6C0R6	YALI0_F22363g
Q6C0S4	YALI0_F22136g
Q6C0T5	YALI0_F21901g
Q6C0T6	YALI0_F21879g
Q6C0T7	YALI0_F21857g
Q6C0U1	YALI0_F21769g
Q6C0U2	YALI0F21747g
Q6C0U3	YALI0_F21725g
Q6C0U6	YALI0_F21659g
Q6C0V4	YALI0_F21406g
Q6C0V8	YALI0_F21329g
Q6C0W1	YALI0_F21263g
Q6C0W3	YALI0_F21219g
Q6C0W6	YALI0_F21153g
Q6C0W7	SLX1 YALI0F21131g
Q6C0X8	YALI0_F20900g
Q6C0X9	YALI0_F20878g
Q6C0Y4	YALI0_F20768g
Q6C0Y5	YALI0_F20746g
Q6C0Y7	YALI0_F20702g
Q6C0Y9	YALI0_F20658g
Q6C0Z0	YALI0_F20636g
Q6C100	CCT4 YALI0F20416g
Q6C101	CDC123 YALI0F20394g
Q6C103	YALI0_F20350g
Q6C104	YALI0_F20328g
Q6C107	TPC1 YALI0F20262g
Q6C108	YALI0_F20240g
Q6C109	YALI0_F20218g
Q6C110	YALI0_F20196g
Q6C111	YALI0_F20174g
Q6C114	YALI0_F20108g
Q6C117	YALI0_F20020g
Q6C119	YALI0_F19976g
Q6C126	YALI0_F19778g
Q6C134	YALI0_F19602g
Q6C136	YALI0_F19558g
Q6C140	YALI0_F19470g
Q6C142	YALI0_F19426g
Q6C143	YALI0_F19404g
Q6C145	YALI0_F19360g
Q6C148	YALI0_F19272g
Q6C149	YALI0_F19250g
Q6C150	YALI0_F19228g
Q6C157	YALI0_F19074g
Q6C158	YALI0_F19052g
Q6C160	YALI0_F18964g
Q6C168	YALI0_F18788g
Q6C169	RPS6 YALI0F18766g
Q6C171	YALI0_F18722g
Q6C172	YALI0_F18700g
Q6C175	YALI0_F18634g
Q6C180	YALI0_F18524g
Q6C181	YALI0_F18502g
Q6C182	YALI0_F18480g
Q6C186	CLF1 YALI0F18392g
Q6C188	AIM14 YALI0F18348g
Q6C1A0	YALI0_F18084g
Q6C1A1	YALI0_F18040g
Q6C1A3	YALI0_F17996g
Q6C1A6	YALI0_F17886g
Q6C1A8	YALI0_F17842g
Q6C1A9	YALI0_F17820g
Q6C1B1	SIN4 MED16 YALI0F17776g
Q6C1B4	YALI0_F17710g
Q6C1B5	TFB5 YALI0F17688g
Q6C1B6	YALI0_F17666g
Q6C1B7	YALI0_F17644g
Q6C1B8	YALI0_F17622g
Q6C1C2	YALI0_F17534g
Q6C1C4	YALI0_F17490g
Q6C1D0	YALI0_F17358g
Q6C1D4	YALI0_F17270g
Q6C1E1	YALI0_F17116g
Q6C1E2	YALI0_F17072g
Q6C1E3	YALI0_F17050g
Q6C1E4	YALI0F17028g
Q6C1E8	YALI0_F16940g
Q6C1F0	YALI0_F16896g
Q6C1F4	YALI0_F16753g
Q6C1F6	YALI0_F16709g
Q6C1F8	YALI0_F16665g
Q6C1G2	YALI0_F16577g
Q6C1G4	YALI0_F16489g
Q6C1G5	YALI0_F16467g
Q6C1H0	YALI0_F16335g
Q6C1H1	YALI0_F16313g
Q6C1H2	YALI0_F16291g
Q6C1H5	YALI0_F16181g
Q6C1I2	YALI0_F16027g
Q6C1I3	YALI0F16005g
Q6C1I8	YALI0_F15895g
Q6C1J2	YALI0_F15807g
Q6C1J7	YALI0_F15697g
Q6C1K2	YALI0_F15587g
Q6C1K7	YALI0_F15389g
Q6C1K8	YALI0_F15367g
Q6C1L1	YALI0_F15279g
Q6C1L3	PXR1 YALI0F15235g
Q6C1L4	CSN12 YALI0F15213g
Q6C1L5	YALI0_F15191g
Q6C1L6	YALI0_F15169g
Q6C1L7	YALI0_F15147g
Q6C1N0	YALI0_F14861g
Q6C1N3	YALI0_F14795g
Q6C1N4	YALI0_F14773g
Q6C1N6	YALI0_F14729g
Q6C1N7	YALI0_F14707g
Q6C1N9	YALI0_F14663g
Q6C1P2	YALI0_F14597g
Q6C1P4	YALI0_F14553g
Q6C1P7	YALI0_F14487g
Q6C1P9	YALI0_F14443g
Q6C1Q0	YALI0_F14421g
Q6C1Q3	YALI0_F14355g
Q6C1R3	YALI0_F14135g
Q6C1R4	YALI0_F14113g
Q6C1R6	YALI0_F14069g
Q6C1R8	YALI0_F14025g
Q6C1S3	YALI0_F13805g
Q6C1S4	YALI0_F13783g
Q6C1T4	IPP1 YALI0F13541g
Q6C1T5	YALI0_F13519g
Q6C1T7	YALI0_F13475g
Q6C1T8	YALI0_F13453g
Q6C1U3	YALI0_F13343g
Q6C1U6	YALI0_F13277g
Q6C1U7	YALI0_F13255g
Q6C1V4	YALI0_F13123g
Q6C1V5	CGR1 YALI0F13101g
Q6C1V6	CWC25 YALI0F13057g
Q6C1W0	YALI0_F12969g
Q6C1W2	YALI0_F12925g
Q6C1W7	YALI0_F12815g
Q6C1X3	YALI0_F12683g
Q6C1X6	YALI0_F12617g
Q6C1X9	YALI0_F12551g
Q6C1Y2	YALI0_F12463g
Q6C1Y5	YALI0_F12353g
Q6C1Y6	YALI0_F12331g
Q6C1Z3	YALI0_F12155g
Q6C1Z6	YALI0_F12089g
Q6C202	YALI0F11957g
Q6C203	YALI0_F11935g
Q6C206	YALI0_F11869g
Q6C208	YALI0_F11825g
Q6C209	YALI0_F11803g
Q6C211	YALI0_F11759g
Q6C217	YALI0_F11627g
Q6C219	YALI0_F11583g
Q6C220	YALI0_F11561g
Q6C222	YALI0_F11517g
Q6C224	YALI0_F11473g
Q6C227	YALI0_F11385g
Q6C229	SRB8 MED12 YALI0F11341g
Q6C233	SQS1 YALI0F11253g
Q6C234	YALI0_F11231g
Q6C238	EXO84 YALI0F11143g
Q6C239	FES1 YALI0F11121g
Q6C243	YALI0_F11033g
Q6C246	YALI0_F10923g
Q6C253	ATP23 YALI0F10769g
Q6C256	YALI0_F10703g
Q6C258	YALI0_F10659g
Q6C261	YALI0_F10549g
Q6C262	YALI0_F10541g
Q6C264	YALI0_F10505g
Q6C265	SRB6 MED22 YALI0F10483g
Q6C269	YALI0_F10307g
Q6C273	YALI0_F10197g
Q6C282	YALI0_F10010g
Q6C284	YALI0_F09966g
Q6C287	YALI0_F09856g
Q6C288	YALI0_F09834g
Q6C290	YALI0_F09790g
Q6C291	YALI0_F09768g
Q6C2A4	YALI0_F09449g
Q6C2A7	YALI0_F09405g
Q6C2A8	YALI0_F09383g
Q6C2B2	YALI0_F09295g
Q6C2B4	YALI0_F09251g
Q6C2B5	YALI0_F09229g
Q6C2B8	YALI0_F09163g
Q6C2B9	YALI0_F09141g
Q6C2C5	YALI0_F09009g
Q6C2D0	YALI0_F08899g
Q6C2D3	YALI0_F08833g
Q6C2D5	YALI0_F08789g
Q6C2D7	YALI0_F08745g
Q6C2D9	ERG6 YALI0F08701g
Q6C2E2	RPC82 RPC3 YALI0F08635g
Q6C2F2	YALI0_F08415g
Q6C2F3	EGD1 YALI0F08393g
Q6C2F4	NOP14 YALI0F08371g
Q6C2F7	YALI0_F08305g
Q6C2F8	YALI0_F08283g
Q6C2G0	YALI0_F08195g
Q6C2G1	YALI0_F08165g
Q6C2G2	YALI0_F08151g
Q6C2H6	YALI0_F07821g
Q6C2H9	YALI0_F07755g
Q6C2I0	YALI0_F07733g
Q6C2I1	YALI0_F07711g
Q6C2I5	YALI0_F07623g
Q6C2I6	YALI0_F07601g
Q6C2I8	YALI0_F07557g
Q6C2J2	YALI0_F07469g
Q6C2J4	YALI0_F07381g
Q6C2J6	YALI0_F07337g
Q6C2K5	YALI0_F07106g
Q6C2K8	YALI0_F07040g
Q6C2L6	YALI0_F06791g
Q6C2L8	YALI0_F06754g
Q6C2M6	YALI0_F06578g
Q6C2M9	YALI0_F06512g
Q6C2N1	YALI0_F06468g
Q6C2N2	HSE1 YALI0F06446g
Q6C2N3	YALI0_F06424g
Q6C2N6	YALI0_F06372g
Q6C2P2	MRS2 YALI0F06248g
Q6C2P5	YALI0_F06182g
Q6C2P8	YALI0_F06116g
Q6C2Q1	YALI0_F06050g
Q6C2Q5	YALI0_F05962g
Q6C2Q7	NOP12 YALI0F05918g
Q6C2R5	YALI0_F05764g
Q6C2R9	RPS1 YALI0F05676g
Q6C2S1	YALI0_F05632g
Q6C2S3	JIP5 YALI0F05588g
Q6C2S7	YALI0_F05500g
Q6C2S8	YALI0_F05478g
Q6C2T0	YALI0_F05434g
Q6C2U0	HIS6 YALI0F05192g
Q6C2U7	YALI0_F05038g
Q6C2W5	YALI0_F04576g
Q6C2W7	YALI0_F04532g
Q6C2X2	YALI0_F04378g
Q6C2X3	YALI0_F04356g
Q6C2X5	YALI0_F04312g
Q6C2Y0	YALI0_F04169g
Q6C2Y1	YALI0_F04147g
Q6C2Y3	YALI0_F04103g
Q6C2Y4	YALI0_F04095g
Q6C2Y6	MCA1 YALI0F04059g
Q6C2Y8	YALI0_F04015g
Q6C307	YALI0_F03597g
Q6C308	YALI0_F03575g
Q6C310	YALI0_F03542g
Q6C314	YALI0_F03454g
Q6C325	YALI0_F03201g
Q6C329	YALI0_F03113g
Q6C331	PAM16 TIM16 YALI0F03047g
Q6C332	YALI0_F03025g
Q6C336	YALI0_F02937g
Q6C339	YALI0_F02871g
Q6C340	YALI0_F02849g
Q6C343	YALI0_F02783g
Q6C350	YALI0_F02629g
Q6C351	YALI0_F02607g
Q6C352	YALI0_F02585g
Q6C353	YALI0_F02563g
Q6C355	YALI0_F02475g
Q6C356	YALI0_F02453g
Q6C357	YALI0_F02431g
Q6C358	YALI0_F02409g
Q6C359	YALI0_F02387g
Q6C360	YALI0_F02365g
Q6C362	YALI0_F02321g
Q6C363	YALI0_F02299g
Q6C368	YALI0_F02189g
Q6C369	YALI0_F02167g
Q6C372	YALI0_F02101g
Q6C375	YALI0_F02035g
Q6C379	YALI0_F01947g
Q6C381	YALI0_F01903g
Q6C383	YALI0_F01859g
Q6C386	YALI0_F01793g
Q6C387	YALI0_F01771g
Q6C391	YALI0_F01672g
Q6C394	YALI0_F01606g
Q6C395	YALI0_F01584g
Q6C399	YALI0_F01496g
Q6C3A4	YALI0_F01386g
Q6C3C3	YALI0_F00880g
Q6C3C4	YALI0_F00858g
Q6C3C7	YALI0_F00792g
Q6C3D2	YALI0_F00682g
Q6C3D4	YALI0_F00638g
Q6C3E0	GLN1 YALI0F00506g
Q6C3E1	YALI0_F00484g
Q6C3E4	YALI0_F00418g
Q6C3E6	YALI0_F00374g
Q6C3F1	YALI0_F00264g
Q6C3F4	YALI0_F00198g
Q6C3F5	YALI0_F00176g
Q6C3G3	YALI0_E35112g
Q6C3G5	YALI0_E35046g
Q6C3H2	YALI0_E34852g
Q6C3H5	YALI0_E34793g
Q6C3H9	YALI0_E34687g
Q6C3I0	YALI0_E34672g
Q6C3J4	YALI0_E34331g
Q6C3J7	YALI0_E34265g
Q6C3K0	YALI0_E34170g
Q6C3K1	YALI0_E34155g
Q6C3K5	YALI0_E34067g
Q6C3K7	QCR7 YALI0E34037g
Q6C3L0	YALI0_E33957g
Q6C3L1	YALI0_E33935g
Q6C3L7	YALI0_E33774g
Q6C3L8	YALI0_E33759g
Q6C3M0	YALI0_E33715g
Q6C3M7	YALI0_E33539g
Q6C3M8	YALI0_E33517g
Q6C3N7	YALI0_E33363g
Q6C3P1	ALG13 YALI0E33275g
Q6C3P8	YALI0_E33121g
Q6C3Q0	YALI0_E33077g
Q6C3Q2	YALI0_E33033g
Q6C3Q6	YALI0_E32901g
Q6C3Q8	YALI0_E32857g
Q6C3R3	FYV4 YALI0E32747g
Q6C3S2	YALI0_E32542g
Q6C3S4	YALI0_E32505g
Q6C3T0	MED6 YALI0E32373g
Q6C3T1	YALI0_E32351g
Q6C3U4	YALI0_E32065g
Q6C3W3	YALI0_E31691g
Q6C3W6	YALI0_E31625g
Q6C3X1	YALI0_E31551g
Q6C3X2	YALI0_E31537g
Q6C3X5	YALI0_E31471g
Q6C3X8	YALI0_E31405g
Q6C3Y5	YALI0_E31262g
Q6C3Z9	ACH1 YALI0E30965g
Q6C401	YALI0_E30921g
Q6C402	YALI0_E30899g
Q6C410	YALI0_E30723g
Q6C417	LEA1 YALI0E30569g
Q6C418	YALI0_E30547g
Q6C421	YALI0_E30481g
Q6C424	YALI0_E30371g
Q6C430	YALI0_E30217g
Q6C431	YALI0_E30173g
Q6C432	YALI0_E30151g
Q6C433	YALI0_E30129g
Q6C435	FYV10 YALI0E30085g
Q6C438	YALI0_E29975g
Q6C443	OXR1 YALI0E29865g
Q6C444	YALI0_E29843g
Q6C447	YALI0_E29733g
Q6C449	IRS4 YALI0E29689g
Q6C451	YALI0_E29645g
Q6C455	YALI0_E29557g
Q6C456	YALI0_E29535g
Q6C467	YALI0_E29307g
Q6C468	YALI0_E29293g
Q6C470	YALI0_E29249g
Q6C472	YALI0_E29205g
Q6C473	YALI0_E29161g
Q6C474	YALI0_E29139g
Q6C483	YALI0_E28941g
Q6C484	YALI0_E28919g
Q6C491	YALI0_E28743g
Q6C497	YALI0_E28600g
Q6C4A4	YALI0_E28468g
Q6C4A8	YALI0_E28371g
Q6C4A9	YALI0_E28358g
Q6C4B4	YALI0_E28248g
Q6C4B5	YALI0_E28237g
Q6C4B9	YALI0_E28153g
Q6C4C7	YALI0_E27852g
Q6C4D0	YALI0_E27786g
Q6C4D2	YALI0_E27742g
Q6C4D6	YALI0_E27676g
Q6C4E0	YALI0_E27533g
Q6C4E6	YALI0_E27412g
Q6C4E9	YALI0_E27346g
Q6C4F5	YALI0_E27203g
Q6C4F6	YALI0_E27181g
Q6C4G1	YALI0E27071g
Q6C4G4	YALI0_E27005g
Q6C4G6	YALI0_E26961g
Q6C4H1	YALI0E26851g
Q6C4H7	YALI0_E26719g
Q6C4I0	YALI0_E26609g
Q6C4J1	YALI0_E26345g
Q6C4J2	YALI0_E26323g
Q6C4K2	YALI0_E26059g
Q6C4K4	YALI0_E26026g
Q6C4K5	YALI0_E26004g
Q6C4L7	YALI0_E25740g
Q6C4M1	YALI0_E25652g
Q6C4N0	YALI0_E25113g
Q6C4N1	YALI0_E25091g
Q6C4N2	YALI0_E25069g
Q6C4N7	YALI0_E24959g
Q6C4P5	YALI0_E24761g
Q6C4P7	YALI0_E24717g
Q6C4Q0	YALI0E24651g
Q6C4Q2	YALI0_E24607g
Q6C4R0	YALI0_E24431g
Q6C4R1	CMC4 YALI0E24409g
Q6C4R3	FYV7 YALI0E24365g
Q6C4R5	SPC3 YALI0E24321g
Q6C4R6	YALI0_E24299g
Q6C4S2	YALI0_E24167g
Q6C4S7	YALI0_E24057g
Q6C4S8	YALI0_E24035g
Q6C4T2	YALI0_E23947g
Q6C4T4	YALI0_E23859g
Q6C4T9	YALI0_E23738g
Q6C4U1	YALI0_E23694g
Q6C4U6	RPL24 YALI0E23584g
Q6C4U7	RPL30 YALI0E23562g
Q6C4V7	YALI0_E23342g
Q6C4W1	YALI0_E23265g
Q6C4W2	YALI0_E23243g
Q6C4W7	YALI0_E23133g
Q6C4X1	YALI0_E23045g
Q6C4X3	YALI0_E23001g
Q6C4X4	YALI0_E22979g
Q6C4X5	HUT1 YALI0E22957g
Q6C4X7	YALI0_E22913g
Q6C4Y2	YALI0_E22781g
Q6C4Y4	ATG16 YALI0E22737g
Q6C4Y7	YALI0_E22649g
Q6C4Z3	YALI0_E22462g
Q6C4Z7	YALI0_E22374g
Q6C504	YALI0_E22198g
Q6C508	YALI0_E22044g
Q6C516	YALI0_E21868g
Q6C517	YALI0_E21846g
Q6C522	YALI0_E21692g
Q6C523	YALI0_E21670g
Q6C524	YALI0_E21648g
Q6C525	YALI0_E21626g
Q6C529	YALI0_E21549g
Q6C531	YAE1 YALI0E21505g
Q6C535	YALI0_E21373g
Q6C536	YALI0_E21351g
Q6C540	YALI0_E21219g
Q6C541	YALI0_E21197g
Q6C542	YALI0_E21175g
Q6C543	YALI0_E21153g
Q6C544	YALI0_E21131g
Q6C545	YALI0_E21109g
Q6C548	YALI0_E21043g
Q6C549	YALI0_E21021g
Q6C553	HIR1 YALI0E20933g
Q6C558	YALI0_E20823g
Q6C561	YALI0_E20757g
Q6C562	YALI0_E20735g
Q6C564	YALI0_E20691g
Q6C567	YALI0_E20625g
Q6C568	YALI0_E20603g
Q6C575	YALI0_E20449g
Q6C584	YALI0_E20207g
Q6C586	YALI0_E20163g
Q6C588	YALI0_E20119g
Q6C590	MED11 YALI0_E20053g
Q6C592	YALI0_E20031g
Q6C594	YALI0_E19987g
Q6C5A1	YALI0_E19767g
Q6C5A5	YALI0_E19679g
Q6C5B2	YALI0_E19536g
Q6C5B6	YALI0_E19448g
Q6C5C6	YALI0_E19206g
Q6C5D1	YALI0_E19052g
Q6C5D5	YALI0_E18964g
Q6C5D6	YALI0_E18942g
Q6C5D8	YALI0_E18898g
Q6C5D9	YALI0_E18876g
Q6C5E1	YALI0_E18832g
Q6C5E8	YALI0_E18678g
Q6C5F0	YALI0_E18634g
Q6C5F1	YALI0E18612g
Q6C5F5	YALI0_E18524g
Q6C5F7	YALI0_E18480g
Q6C5G0	SEC9 YALI0E18414g
Q6C5G3	ERT1-1 YALI0E18304g
Q6C5G4	YALI0_E18282g
Q6C5G6	YALI0_E18238g
Q6C5H0	YALI0_E18117g
Q6C5H1	YALI0_E18095g
Q6C5H6	YALI0_E17985g
Q6C5H9	YALI0_E17919g
Q6C5I6	YALI0_E17765g
Q6C5I7	YALI0_E17743g
Q6C5I8	YALI0_E17721g
Q6C5J7	YALI0_E17479g
Q6C5K0	YALI0_E17413g
Q6C5K1	PBN1 YALI0E17391g
Q6C5K2	MHR1 YALI0E17369g
Q6C5K3	YALI0_E17347g
Q6C5K4	SDS23 YALI0E17325g
Q6C5K8	YALI0_E17193g
Q6C5L7	USB1 YALI0_E16951g
Q6C5L8	YALI0_E16929g
Q6C5L9	YALI0_E16907g
Q6C5M4	YALI0_E16797g
Q6C5M5	YALI0_E16775g
Q6C5M8	YALI0_E16709g
Q6C5N1	YALI0_E16643g
Q6C5N8	YALI0_E16500g
Q6C5P0	NUT2 MED10 YALI0E16456g
Q6C5P1	YALI0_E16434g
Q6C5P7	YALI0_E16294g
Q6C5P9	GRC3 YALI0E16258g
Q6C5Q0	YALI0_E16236g
Q6C5Q2	YALI0_E16192g
Q6C5Q6	YALI0_E16060g
Q6C5Q8	YALI0_E16016g
Q6C5R2	PSF2 YALI0E15884g
Q6C5R5	YALI0_E15818g
Q6C5R8	YALI0_E15730g
Q6C5R9	YALI0_E15708g
Q6C5S0	CBP4 YALI0E15686g
Q6C5S4	YALI0_E15598g
Q6C5S9	YALI0_E15488g
Q6C5T1	YALI0_E15400g
Q6C5U6	YALI0_E15081g
Q6C5V2	YALI0_E14949g
Q6C5V3	YALI0_E14927g
Q6C5V8	YALI0_E14751g
Q6C5W4	YALI0_E14619g
Q6C5W5	YALI0_E14597g
Q6C5W7	YALI0_E14509g
Q6C5W9	YALI0_E14465g
Q6C5X0	YALI0_E14443g
Q6C5X5	YALI0_E14322g
Q6C5X9	YALI0_E14190g
Q6C5Y3	YALI0_E14102g
Q6C5Y6	YALI0_E14036g
Q6C5Y8	VAC8 YALI0E13992g
Q6C5Z1	YALI0_E13926g
Q6C5Z2	YALI0_E13904g
Q6C601	YALI0_E13662g
Q6C603	RPL7 YALI0E13618g
Q6C607	YALI0_E13530g
Q6C609	YALI0_E13486g
Q6C611	YALI0_E13442g
Q6C612	YALI0_E13420g
Q6C616	YALI0_E13299g
Q6C617	YALI0_E13277g
Q6C624	YALI0_E13123g
Q6C625	YALI0_E13101g
Q6C626	EAF6 YALI0E13079g
Q6C638	YALI0_E12683g
Q6C642	YALI0_E12595g
Q6C644	YALI0_E12551g
Q6C656	CSM3 YALI0E12287g
Q6C657	YALI0_E12243g
Q6C658	YALI0_E12221g
Q6C664	YALI0_E12089g
Q6C665	YALI0_E12081g
Q6C668	ECO1 YALI0E12023g
Q6C677	YALI0_E11825g
Q6C682	YALI0_E11671g
Q6C684	YALI0_E11627g
Q6C690	YALI0_E11495g
Q6C695	YALI0_E11385g
Q6C6A0	YALI0_E11187g
Q6C6A5	YALI0_E11077g
Q6C6B1	EFM4 YALI0_E10923g
Q6C6B3	YALI0_E10879g
Q6C6B4	YALI0_E10857g
Q6C6B6	YALI0_E10813g
Q6C6B8	YALI0_E10769g
Q6C6C0	YALI0_E10725g
Q6C6C3	YALI0_E10637g
Q6C6D1	NSA2 YALI0E10461g
Q6C6D3	YALI0_E10417g
Q6C6D4	YALI0_E10395g
Q6C6D6	ROX3 MED19 YALI0E10351g
Q6C6D8	YALI0_E10307g
Q6C6D9	DML1 YALI0E10285g
Q6C6E0	YALI0_E10263g
Q6C6E4	YALI0_E10175g
Q6C6E6	YALI0_E10144g
Q6C6E7	YALI0_E10131g
Q6C6E9	YALI0_E10087g
Q6C6F0	YALI0_E10065g
Q6C6F6	YALI0_E09933g
Q6C6F7	YALI0_E09911g
Q6C6F8	YALI0_E09889g
Q6C6G0	YALI0_E09845g
Q6C6G1	YALI0_E09823g
Q6C6H1	YALI0_E09603g
Q6C6H9	YALI0_E09405g
Q6C6I3	YALI0E09284g
Q6C6I4	YALI0_E09276g
Q6C6J2	YALI0_E09108g
Q6C6J6	YALI0_E09015g
Q6C6J9	YALI0_E08969g
Q6C6K5	YALI0_E08844g
Q6C6K8	YALI0_E08646g
Q6C6K9	YALI0_E08617g
Q6C6L1	PRM1 YALI0E08580g
Q6C6L3	YALI0_E08536g
Q6C6M3	YALI0_E08228g
Q6C6M5	DPB3 YALI0E08184g
Q6C6M7	YALI0_E08096g
Q6C6P0	YALI0_E07766g
Q6C6P6	YALI0_E07535g
Q6C6Q2	YALI0_E07315g
Q6C6Q7	IPK1 YALI0E07161g
Q6C6Q8	YALI0_E07139g
Q6C6Q9	YALI0_E07117g
Q6C6R1	YALI0_E07073g
Q6C6R4	YALI0_E06919g
Q6C6R5	YALI0_E06897g
Q6C6R7	YALI0_E06853g
Q6C6S1	YALI0_E06765g
Q6C6S2	YALI0_E06743g
Q6C6S3	RFT1 YALI0E06721g
Q6C6T0	YALI0_E06567g
Q6C6T1	DPH4 YALI0E06545g
Q6C6T4	YALI0_E06479g
Q6C6T5	YALI0_E06457g
Q6C6T6	YALI0_E06435g
Q6C6U0	YALI0_E06347g
Q6C6U1	TIM10 YALI0E06237g
Q6C6U2	YALI0_E06215g
Q6C6U3	YALI0_E06193g
Q6C6V0	YALI0_E06039g
Q6C6V1	YALI0_E06017g
Q6C6V2	YALI0_E05995g
Q6C6V8	MGM101 YALI0E05863g
Q6C6V9	YALI0_E05841g
Q6C6W1	YALI0_E05797g
Q6C6W2	YALI0_E05775g
Q6C6W3	YALI0_E05753g
Q6C6W7	YALI0_E05665g
Q6C6W9	YALI0_E05621g
Q6C6X2	YALI0_E05555g
Q6C6X5	YALI0_E05489g
Q6C6X6	YALI0E05467g
Q6C6X8	YALI0_E05423g
Q6C6X9	YALI0_E05401g
Q6C6Y4	CAP1 YALI0E05291g
Q6C6Y6	YALI0_E05247g
Q6C6Y8	YALI0_E05203g
Q6C6Z1	YALI0_E05137g
Q6C6Z2	TIM9 YALI0E05115g
Q6C6Z5	YALI0_E05049g
Q6C6Z6	YALI0_E05027g
Q6C6Z7	YALI0_E05005g
Q6C6Z8	YALI0_E04983g
Q6C700	YALI0_E04939g
Q6C704	YALI0_E04807g
Q6C708	YALI0_E04719g
Q6C715	LOS1 YALI0E04576g
Q6C725	AMN1 YALI0E04356g
Q6C730	YALI0_E04246g
Q6C733	YALI0_E04136g
Q6C734	YALI0_E04114g
Q6C737	YALI0_E04048g
Q6C740	CFT1 YALI0E03982g
Q6C741	GPI11 YALI0E03960g
Q6C744	YALI0_E03894g
